rank,company,growth,revenue_range,employee_growth,year_founded,industry,city,state,profile_url
"4,126",Professional Piping Systems (PPS),86%,Locked,Locked,Locked,Construction,Tempe,AZ,https://www.inc.com/profile/professional-piping-systems-pps
"4,128",Playfly Sports,86%,Locked,Locked,Locked,"Advertising, Marketing & PR",Berywn,PA,https://www.inc.com/profile/playfly-sports
"4,129",True Terpenes,86%,Locked,Locked,Locked,Consumer Products,Hillsboro,OR,https://www.inc.com/profile/true-terpenes
"4,130",HR Pals,86%,Locked,Locked,Locked,Human Resources,Palos Verdes Peninsula,CA,https://www.inc.com/profile/hr-pals
"4,131",GBS Linens,86%,Locked,Locked,Locked,Travel & Hospitality,Anaheim,CA,https://www.inc.com/profile/gbs-linens
"4,132",Subsplash,86%,Locked,Locked,Locked,Software,Dallas,TX,https://www.inc.com/profile/subsplash
"4,134",Ehlen Analytics,86%,Locked,Locked,Locked,"Advertising, Marketing & PR",Asheville,NC,https://www.inc.com/profile/ehlen-analytics
"4,136",Satori Academy of Martial Arts,85%,Locked,Locked,Locked,Consumer Services,Hazlet,NJ,https://www.inc.com/profile/satori-academy-of-martial-arts
"4,138",Mother Bear,85%,Locked,Locked,Locked,"Advertising, Marketing & PR",Edmonds,WA,https://www.inc.com/profile/mother-bear
"4,140",Mister Window,85%,Locked,Locked,Locked,Construction,Palmetto,FL,https://www.inc.com/profile/mister-window
"4,142",Altitude Marketing,85%,Locked,Locked,Locked,"Advertising, Marketing & PR",Emmaus,PA,https://www.inc.com/profile/altitude-marketing
"4,143",Thumper Fab,85%,Locked,Locked,Locked,Manufacturing,Marshall,TX,https://www.inc.com/profile/thumper-fab
"4,144",IT Partners,85%,Locked,Locked,Locked,Government Services,Herndon,VA,https://www.inc.com/profile/it-partners-bethel-park-pa
"4,145",17a,85%,Locked,Locked,Locked,Government Services,Brooklyn,NY,https://www.inc.com/profile/17a
"4,146",PureSpectrum,85%,Locked,Locked,Locked,Software,Westlake Village,CA,https://www.inc.com/profile/purespectrum
"4,147",Avero Advisors,85%,Locked,Locked,Locked,Government Services,Knoxville,TN,https://www.inc.com/profile/avero-advisors
"4,148",Freestar,85%,Locked,Locked,Locked,"Advertising, Marketing & PR",Scottsdale,AZ,https://www.inc.com/profile/freestar
"4,149",Scents of Serenity Organic Spa,85%,Locked,Locked,Locked,Consumer Services,Glen Allen,VA,https://www.inc.com/profile/melanie-i-mueller
"4,150",Healthy Technology Solutions,85%,Locked,Locked,Locked,IT Services,Las Vegas,NV,https://www.inc.com/profile/healthy-technology-solutions
"4,151",360 Immigration Law Group,85%,Locked,Locked,Locked,Legal,Coral Springs,FL,https://www.inc.com/profile/360-immigration-law-group
"4,152",Old Dominion Mechanical,85%,Locked,Locked,Locked,Construction,Richmond,VA,https://www.inc.com/profile/old-dominion-mechanical
"4,153",YAMA GROUP,85%,Locked,Locked,Locked,"Advertising, Marketing & PR",Cardiff,CA,https://www.inc.com/profile/yama-group
"4,154",Unosquare,85%,Locked,Locked,Locked,IT Services,Portland,OR,https://www.inc.com/profile/unosquare
"4,155",NCW,85%,Locked,Locked,Locked,Human Resources,Indianapolis,IN,https://www.inc.com/profile/national-labor-contractors
"4,156",Sequentur,85%,Locked,Locked,Locked,IT Services,Clearwater,FL,https://www.inc.com/profile/sequentur
"4,158",LGE Design Build,85%,Locked,Locked,Locked,Construction,Phoenix,AZ,https://www.inc.com/profile/lge-design-build
"4,159",Iron Light,85%,Locked,Locked,Locked,"Advertising, Marketing & PR",Chicago,IL,https://www.inc.com/profile/iron-light
"4,160",FM Talent Source,85%,Locked,Locked,Locked,Business Products & Services,SILVER SPRING,MD,https://www.inc.com/profile/fm-talent-source
"4,161",Platform,85%,Locked,Locked,Locked,"Advertising, Marketing & PR",Naples,FL,https://www.inc.com/profile/platform
"4,163",Computerease,85%,Locked,Locked,Locked,IT Services,Collinsville,IL,https://www.inc.com/profile/computerease
"4,164",RevolutionParts,84%,Locked,Locked,Locked,Business Products & Services,Tempe,AZ,https://www.inc.com/profile/revolutionparts
"4,165",Cyara,84%,Locked,Locked,Locked,Software,Redwood City,CA,https://www.inc.com/profile/cyara
"4,166",3Natives Acai Cafe,84%,Locked,Locked,Locked,Food & Beverage,Jupiter,FL,https://www.inc.com/profile/3natives-acai-cafe
"4,167",Thunder Tech,84%,Locked,Locked,Locked,"Advertising, Marketing & PR",CLEVELAND,OH,https://www.inc.com/profile/thunder-tech
"4,168",MyProMovers,84%,Locked,Locked,Locked,Logistics & Transportation,Chantilly,VA,https://www.inc.com/profile/mypromovers
"4,170",ZD Stucco Repair,84%,Locked,Locked,Locked,Construction,Clifton,NJ,https://www.inc.com/profile/zd-stucco-repair
"4,171",BlueCotton,84%,Locked,Locked,Locked,Manufacturing,Bowling Green,KY,https://www.inc.com/profile/bluecotton
"4,173",Arcadia,84%,Locked,Locked,Locked,Software,Boston,MA,https://www.inc.com/profile/arcadia
"4,174",College HUNKS Hauling Junk & Moving - Dallas & Carrollton,84%,Locked,Locked,Locked,Logistics & Transportation,Carrollton,TX,https://www.inc.com/profile/college-hunks-hauling-junk--moving---dallas--carrollton
"4,175",High Point Networks,84%,Locked,Locked,Locked,IT Services,West Fargo,ND,https://www.inc.com/profile/high-point-networks
"4,177",4D Global,84%,Locked,Locked,Locked,Human Resources,Boca Raton,FL,https://www.inc.com/profile/4d-global
"4,178",Becklar,84%,Locked,Locked,Locked,Security,Ogden,UT,https://www.inc.com/profile/avantguard-monitoring
"4,179",Assembly Health,84%,Locked,Locked,Locked,Business Products & Services,Chicago,IL,https://www.inc.com/profile/assembly-health
"4,180",YellowTelescope,84%,Locked,Locked,Locked,Business Products & Services,Miami,FL,https://www.inc.com/profile/yellowtelescopeseoversiteiscreamsocialmedia
"4,181",Southern Steel Engineers,84%,Locked,Locked,Locked,Engineering,Lexington,SC,https://www.inc.com/profile/southern-steel-engineers
"4,182",General Kinematics,84%,Locked,Locked,Locked,Engineering,Crystal Lake,IL,https://www.inc.com/profile/general-kinematics
"4,183",Ovative Group,84%,Locked,Locked,Locked,"Advertising, Marketing & PR",Minneapolis,MN,https://www.inc.com/profile/ovative-group
"4,184",Charleston Taekwondo,84%,Locked,Locked,Locked,Education,Mount Pleasant,SC,https://www.inc.com/profile/charleston-taekwondo
"4,185",Dogtopia Enterprises,83%,Locked,Locked,Locked,Consumer Products,Phoenix,AZ,https://www.inc.com/profile/dogtopia-enterprises
"4,186",Bay Area Training Academy,83%,Locked,Locked,Locked,Education,SAN LEANDRO,CA,https://www.inc.com/profile/bay-area-training-academy
"4,187",RHM,83%,Locked,Locked,Locked,Human Resources,Oak Brook,IL,https://www.inc.com/profile/rhm
"4,188",Sum Theory,83%,Locked,Locked,Locked,Business Products & Services,Plano,TX,https://www.inc.com/profile/sum-theory
"4,189",Focus Global Talent Solutions,83%,Locked,Locked,Locked,Human Resources,Miami Shores,FL,https://www.inc.com/profile/focus-global-talent-solutions
"4,191",Unanet,83%,Locked,Locked,Locked,Software,Dulles,VA,https://www.inc.com/profile/unanet
"4,193",Apex Dental Partners,83%,Locked,Locked,Locked,Business Products & Services,DALLAS,TX,https://www.inc.com/profile/apex-dental-partners
"4,194",MP Wired for HR,83%,Locked,Locked,Locked,Human Resources,Portsmouth,NH,https://www.inc.com/profile/masspay
"4,195",Bartlett Homes & Roofing,83%,Locked,Locked,Locked,Construction,Boise,ID,https://www.inc.com/profile/bartlett-homes--roofing
"4,196",Newfire Global Partners,83%,Locked,Locked,Locked,Software,Cambridge,MA,https://www.inc.com/profile/newfire-global-partners
"4,197",Silver Therapeutics,83%,Locked,Locked,Locked,Retail,Williamstown,MA,https://www.inc.com/profile/silver-therapeutics
"4,198",Capicua,83%,Locked,Locked,Locked,Software,New York City,NY,https://www.inc.com/profile/capicua
"4,199",Blue Door Consulting,83%,Locked,Locked,Locked,"Advertising, Marketing & PR",Oshkosh,WI,https://www.inc.com/profile/blue-door-consulting
"4,200",Groundworks,83%,Locked,Locked,Locked,Construction,Virginia Beach,VA,https://www.inc.com/profile/groundworks
"4,201",New Holland Supply,83%,Locked,Locked,Locked,Construction,New Holland,PA,https://www.inc.com/profile/new-holland-supply
"4,202",MindStream Analytics,83%,Locked,Locked,Locked,Business Products & Services,Cheyenne,WY,https://www.inc.com/profile/mindstream-analytics
"4,203",Avint,83%,Locked,Locked,Locked,IT Services,Herndon,VA,https://www.inc.com/profile/avint
"4,205",Mr. Pipeline Internet Marketing,83%,Locked,Locked,Locked,"Advertising, Marketing & PR",Boynton Beach,FL,https://www.inc.com/profile/mr-pipeline-internet-marketing
"4,207",Rethink First,83%,Locked,Locked,Locked,Software,New York,NY,https://www.inc.com/profile/rethink-autism
"4,208",Austin Mirror Mirror,83%,Locked,Locked,Locked,Consumer Services,Austin,TX,https://www.inc.com/profile/mirror-mirror-salon
"4,209",Rang Technologies,83%,Locked,Locked,Locked,Human Resources,Piscataway,NJ,https://www.inc.com/profile/rang-technologies
"4,210",PC Bennett Solutions,83%,Locked,Locked,Locked,Business Products & Services,Richardson,TX,https://www.inc.com/profile/pc-bennett-solutions
"4,212",Vital4 Data,82%,Locked,Locked,Locked,Software,Marietta,GA,https://www.inc.com/profile/vital4data
"4,213",Starlite,82%,Locked,Locked,Locked,Business Products & Services,Moorestown,NJ,https://www.inc.com/profile/starlite-productions
"4,214",Identity Digital,82%,Locked,Locked,Locked,Consumer Products,Bellevue,WA,https://www.inc.com/profile/donuts
"4,215",VisionSpark,82%,Locked,Locked,Locked,Human Resources,Worthington,OH,https://www.inc.com/profile/visionspark
"4,216",Swimlane,82%,Locked,Locked,Locked,Security,Denver,CO,https://www.inc.com/profile/swimlane
"4,218",Refrigeration Technologies,82%,Locked,Locked,Locked,Manufacturing,Anaheim,CA,https://www.inc.com/profile/refrigeration-technologies
"4,219",Hollywood Branded,82%,Locked,Locked,Locked,"Advertising, Marketing & PR",Redondo Beach,CA,https://www.inc.com/profile/hollywood-branded
"4,220",Apex Waves,82%,Locked,Locked,Locked,Engineering,Cary,NC,https://www.inc.com/profile/apex-waves
"4,221",Hennessey Group,82%,Locked,Locked,Locked,"Advertising, Marketing & PR",North Hollywood,CA,https://www.inc.com/profile/hennessey-digital
"4,222",ASW Global Consulting,82%,Locked,Locked,Locked,Business Products & Services,Camas,WA,https://www.inc.com/profile/asw-global-consulting
"4,223",Acquisition Professionals,82%,Locked,Locked,Locked,Government Services,Alexandria,VA,https://www.inc.com/profile/acquisition-professionals
"4,224",goodr,82%,Locked,Locked,Locked,Food & Beverage,Atlanta,GA,https://www.inc.com/profile/goodr
"4,225",Stewardship Investments,82%,Locked,Locked,Locked,Real Estate,Kansas City,MO,https://www.inc.com/profile/stewardship-investments
"4,227",Unified Infotech,82%,Locked,Locked,Locked,IT Services,New York,NY,https://www.inc.com/profile/unified-infotech
"4,228",EMPIST,82%,Locked,Locked,Locked,IT Services,Chicago,IL,https://www.inc.com/profile/empist
"4,229",Farmer Law,82%,Locked,Locked,Locked,Business Products & Services,Austin,TX,https://www.inc.com/profile/farmer-law-pc
"4,230",Vivamee Hospitality,81%,Locked,Locked,Locked,Travel & Hospitality,Egg Harbor Township,NJ,https://www.inc.com/profile/vivamee-hospitality
"4,231",Whiz Kidz Preschools,81%,Locked,Locked,Locked,Education,Scottsdale,AZ,https://www.inc.com/profile/whiz-kidz-preschools
"4,232",Natural State Pest Control,81%,Locked,Locked,Locked,Consumer Products,Lowell,AR,https://www.inc.com/profile/watkins-ragar-investments
"4,234",Religion of Sports,81%,Locked,Locked,Locked,"Media, Arts & Entertainment",Los Angeles,CA,https://www.inc.com/profile/religion-of-sports
"4,235",Air2o Cooling,81%,Locked,Locked,Locked,Manufacturing,Phoenix,AZ,https://www.inc.com/profile/air2o-cooling
"4,237",JMG Real Estate,81%,Locked,Locked,Locked,Real Estate,Scottsdale,AZ,https://www.inc.com/profile/jmg-holding-partners
"4,238",Responsive Technology Partners,81%,Locked,Locked,Locked,IT Services,Metter,GA,https://www.inc.com/profile/responsive-technology-partners
"4,239",Klarinet Solutions,81%,Locked,Locked,Locked,IT Services,San Diego,CA,https://www.inc.com/profile/klarinet-solutions
"4,241",Milis Flatwork,81%,Locked,Locked,Locked,Construction,Kaukauna,WI,https://www.inc.com/profile/milis-flatwork
"4,242","Barry P. Goldberg, A Professional Law Corporation",81%,Locked,Locked,Locked,Legal,Woodland Hills,CA,https://www.inc.com/profile/barry-p-goldberg-a-professional-law-oration
"4,243",Blink Marketing,81%,Locked,Locked,Locked,"Advertising, Marketing & PR",Franklin,TN,https://www.inc.com/profile/blink-marketing
"4,244",Transfinder,81%,Locked,Locked,Locked,Government Services,Schenectady,NY,https://www.inc.com/profile/transfinder
"4,245",BeyondTrust,81%,Locked,Locked,Locked,Security,Johns Creek,GA,https://www.inc.com/profile/beyondtrust
"4,246",WONDERFOLD,81%,Locked,Locked,Locked,Consumer Products,Irwindale,CA,https://www.inc.com/profile/wonderfold
"4,247",ACME Brooklyn,81%,Locked,Locked,Locked,Business Products & Services,Brooklyn,NY,https://www.inc.com/profile/acme-brooklyn
"4,248",Goldfish Swim School Franchising,81%,Locked,Locked,Locked,Education,Troy,MI,https://www.inc.com/profile/goldfish-swim-school-franchising
"4,249",Packaging Compliance Labs,81%,Locked,Locked,Locked,Manufacturing,Grand Rapids,MI,https://www.inc.com/profile/packaging-compliance-labs
"4,250",Brooklyn SolarWorks,81%,Locked,Locked,Locked,Energy,Brooklyn,NY,https://www.inc.com/profile/brooklyn-solarworks
"4,251",WinChoice USA,81%,Locked,Locked,Locked,Consumer Services,Mountain Pine,AR,https://www.inc.com/profile/whoice-usa
"4,252",Tenant Law Group,81%,Locked,Locked,Locked,Legal,San Francisco,CA,https://www.inc.com/profile/tenant-law-group-pc
"4,255","Tucker Hill Air, Plumbing and Electric",81%,Locked,Locked,Locked,Consumer Services,Tempe,AZ,https://www.inc.com/profile/tucker-hill-air-plumbing-and-electric
"4,256",Zebra Partners,81%,Locked,Locked,Locked,"Advertising, Marketing & PR",Seattle,WA,https://www.inc.com/profile/zebra-partners
"4,257",G&A Partners,80%,Locked,Locked,Locked,Human Resources,Houston,TX,https://www.inc.com/profile/ga-partners
"4,258",Pinnacle Staffing Group,80%,Locked,Locked,Locked,Human Resources,Olathe,KS,https://www.inc.com/profile/pinnacle-staffing
"4,260",Lynker Corporation,80%,Locked,Locked,Locked,Government Services,Leesburg,VA,https://www.inc.com/profile/lynker_technologies
"4,261",Porter Family Exteriors,80%,Locked,Locked,Locked,Construction,Media,PA,https://www.inc.com/profile/porter-family-exteriors
"4,262",Proforma Horizon Total Source,80%,Locked,Locked,Locked,Business Products & Services,Whitehouse,TX,https://www.inc.com/profile/proforma-horizon-total-source
"4,263",GET Logistics,80%,Locked,Locked,Locked,Logistics & Transportation,Naperville,IL,https://www.inc.com/profile/get-logistics
"4,266",Secure Records Solutions,80%,Locked,Locked,Locked,Business Products & Services,Thomasville,GA,https://www.inc.com/profile/secure-records-solutions
"4,267",AdNet/AccountNet,80%,Locked,Locked,Locked,Human Resources,Baltimore,MD,https://www.inc.com/profile/adnetaccountnet
"4,269",National Safety Commission,80%,Locked,Locked,Locked,Education,Ponte Vedra Beach,FL,https://www.inc.com/profile/national-safety-commission
"4,270",Oryx Designs and Promotional Products,80%,Locked,Locked,Locked,Business Products & Services,Waynesboro,VA,https://www.inc.com/profile/oryx-designs-and-promotional-products
"4,271",Whois API,80%,Locked,Locked,Locked,Security,Covina,CA,https://www.inc.com/profile/whois-api
"4,272",LINNEA,80%,Locked,Locked,Locked,Consumer Products,Carmel,IN,https://www.inc.com/profile/linnea
"4,273",Element 119,80%,Locked,Locked,Locked,Manufacturing,Plainville,CT,https://www.inc.com/profile/element-119
"4,275",Winslow Technology Group,80%,Locked,Locked,Locked,IT Services,Waltham,MA,https://www.inc.com/profile/winslow-technology-group
"4,276",SOURCE LOGISTICS,80%,Locked,Locked,Locked,Logistics & Transportation,The Woodlands,TX,https://www.inc.com/profile/source-logistics
"4,277",Think Systems,80%,Locked,Locked,Locked,Business Products & Services,TIMONIUM,MD,https://www.inc.com/profile/think-systems
"4,278",34 Strong,80%,Locked,Locked,Locked,Business Products & Services,Elk Grove,CA,https://www.inc.com/profile/34-strong
"4,279",Ithaca Hummus,80%,Locked,Locked,Locked,Food & Beverage,Rochester,NY,https://www.inc.com/profile/ithaca-hummus
"4,280",Paragon Micro,79%,Locked,Locked,Locked,IT Services,Lake Zurich,IL,https://www.inc.com/profile/paragon-micro
"4,281",Casefuel,79%,Locked,Locked,Locked,"Advertising, Marketing & PR",Austin,TX,https://www.inc.com/profile/casefuel
"4,283",AllCloud,79%,Locked,Locked,Locked,Business Products & Services,Denver,CO,https://www.inc.com/profile/aloud
"4,284",Resecurity,79%,Locked,Locked,Locked,Artificial Intelligence & Data,Los Angeles,CA,https://www.inc.com/profile/resecurity
"4,285",Chase Creative,79%,Locked,Locked,Locked,Business Products & Services,Grand Rapids,MI,https://www.inc.com/profile/chase-creative-group
"4,286",Accounting Seed,79%,Locked,Locked,Locked,Software,Columbia,MD,https://www.inc.com/profile/accounting-seed
"4,287",RMC - Resorts I Mountains I Cities,79%,Locked,Locked,Locked,Travel & Hospitality,Basalt,CO,https://www.inc.com/profile/rmc---resorts-i-mountains-i-cities
"4,288",Awe Inspired,79%,Locked,Locked,Locked,Consumer Products,Minneapolus,MN,https://www.inc.com/profile/awe-inspired
"4,289",540.co,79%,Locked,Locked,Locked,Government Services,Arlington,VA,https://www.inc.com/profile/540co
"4,290",eAssist Dental Solutions,79%,Locked,Locked,Locked,Business Products & Services,American Fork,UT,https://www.inc.com/profile/eassist-dental-solutions
"4,291",Jaymie Scotto & Associates,79%,Locked,Locked,Locked,"Advertising, Marketing & PR",Las Vegas,NV,https://www.inc.com/profile/jaymie-scotto--associates
